fixedAcidity,volatileAcidity,citricAcid,residualSugar,chlorides,freeSulfurDioxide,totalSulfurDioxide,density,pH,sulphates,alcohol,quality,type,,,
7.372126139,0.667306039,0.051336731,3.630694382,0.107962619,5.941166117,19.30615655,0.999369062,3.397687733,0.627006853,10.06118297,5,Red,,,
7.375892228,0.221390932,0.403339087,14.89011638,0.043018136,48.2333432,124.9356203,1.000396478,3.350981777,0.41117789,9.385607321,3,White,,,
7.186178699,0.199395164,0.411566186,2.055155911,0.055160665,26.01083189,164.523913,0.995920473,3.476380497,0.61814778,10.49264975,4,White,,,
6.845752648,0.619319515,0.420168055,11.98335634,0.067820688,24.04108129,139.496307,0.997476463,3.183864198,0.342381765,9.294546227,5,White,,,
7.209970927,0.172427119,0.24114325,7.641544958,0.122344111,34.06981134,152.1489677,0.996512871,3.160370658,0.379482107,10.3904139,2,White,,,
6.962511761,0.32115469,0.271896817,15.67791056,0.035061357,57.47720256,187.8164784,0.999921748,3.349077493,0.601185812,9.039867243,4,White,,,
7.400551682,0.310435749,0.260405297,8.70550285,0.04892791,41.77508479,226.4136199,0.997447612,3.275096982,0.361332436,8.960491558,5,White,,,
6.812668534,0.239714736,0.290442941,9.663921179,0.042955643,56.00663544,151.4171728,0.997357732,3.102471189,0.510343204,10.10195772,4,White,,,
6.881348355,0.31980868,0.260315388,2.243934196,0.030999268,10.49700246,118.0040908,0.991122641,3.073433528,0.421745039,10.98662912,4,White,,,
11.94995212,0.262827996,0.52117257,1.832177376,0.07191207,6.30231977,9.755868628,0.997617634,3.183360996,0.724894132,10.31766437,3,Red,,,
8.318237106,0.269961661,0.453069616,1.302590463,0.048903837,7.965286841,81.81800863,0.996530019,3.055177819,0.611629519,10.28784583,6,White,,,
7.49026306,0.301871048,0.341430304,1.227095344,0.048949153,3.955484724,119.286282,0.991763087,3.165273486,0.341891135,12.07855565,4,White,,,
9.099895457,0.27189586,0.446474257,10.47303127,0.03594873,27.08264328,117.2575,0.997688284,3.203672153,0.459718039,10.45019139,1,White,,,
6.841558522,0.362013648,0.242656216,4.538508625,0.040028711,23.00215889,119.3924259,0.99169782,3.276544325,0.341000158,12.46831429,3,White,,,
5.382607624,0.181059239,0.241970649,4.682456942,0.042073529,32.2143754,106.1509725,0.995362367,3.413957719,0.39827182,9.218510598,4,White,,,
6.260068667,0.361383615,0.140611506,8.785538449,0.037135711,38.66310341,150.875898,0.997333927,3.277593923,0.503179182,9.362232529,5,White,,,
8.422459716,0.522716888,0.091098845,2.509152841,0.091848107,20.51981658,51.24857005,0.998766982,3.342049225,0.860890029,10.64154756,3,Red,,,
6.293668724,0.19883466,0.578486301,1.355171317,0.204848761,14.41701194,97.97817424,0.993920266,3.185957138,0.430222254,10.14987794,4,White,,,
7.299500184,0.261436084,0.308467409,1.644578608,0.041018016,40.13414445,172.7853292,0.994286866,3.182135805,0.507681431,11.42797128,4,White,,,
6.820584748,0.319681836,0.232512117,3.345458778,0.026998611,31.25382182,88.29924548,0.989776735,3.103169175,0.400313079,12.38966364,4,White,,,
7.34781599,0.351540091,0.671264416,8.229566027,0.054034077,9.63517372,106.7409532,0.99729877,3.195790143,0.50040772,10.73872818,5,White,,,
6.504149053,0.250898737,0.52726976,1.864223517,0.021921875,40.63315636,101.6629468,0.991678694,3.185548064,0.311484796,13.31136847,4,White,,,
5.291810837,0.331222985,0.310402072,3.991587835,0.030928825,27.01572667,111.0073348,0.991114787,3.306942808,0.435408112,11.98328106,3,White,,,
6.696111258,0.131681227,0.570023458,6.670831739,0.057017169,65.67798717,157.6876708,0.99599159,2.945804719,0.434040494,9.537154181,4,White,,,
6.913564778,0.130932823,0.391974654,1.441275897,0.034934308,19.84097551,107.5590382,0.991193036,3.228401867,0.601058169,11.09354634,3,White,,,
6.533047694,0.251349734,0.241642326,1.726301809,0.04893457,26.438462,117.2589293,0.994433373,3.379961798,0.601096606,10.07977934,4,White,,,
6.554742678,0.281481111,0.350675627,15.01198367,0.042945484,49.48917944,195.2221812,0.999393975,3.244799741,0.502050603,9.671108594,4,White,,,
10.54275646,0.340612127,0.49013643,3.226622006,0.079160257,20.45129415,79.71610536,0.999504035,3.194503398,0.691758486,9.99401066,4,Red,,,
6.581752686,0.161795204,0.332879693,1.040412515,0.028078382,21.87994409,75.8315855,0.991756963,3.300641141,0.392910547,11.38525495,3,White,,,
6.207843468,0.280527229,0.570108794,0.97771574,0.04394252,43.89756485,97.25307656,0.991808782,3.152047437,0.359636203,11.66338005,4,White,,,
4.783458297,0.130120721,0.32264466,1.20273917,0.043015903,40.70716625,101.3065305,0.990460025,3.437688981,0.640042082,12.05300495,3,White,,,
6.428427447,0.220992421,0.564132569,14.81672514,0.056028151,27.05099,150.1844387,0.999508249,2.9753732,0.399354574,9.14579101,5,White,,,
6.526800665,0.331171075,0.382000144,8.582002904,0.04907355,66.5662322,151.7629936,0.994849735,3.132978119,0.500790321,9.54395828,5,White,,,
9.187541931,0.291277536,0.332449236,2.107502381,0.063948376,13.24619874,26.25704058,0.99696157,3.275496762,0.836111971,11.67350244,3,Red,,,
8.343697057,0.199616311,0.491424516,1.760362854,0.0409698,34.24313599,164.8563041,0.995178548,3.043943238,0.370007818,9.896857484,5,White,,,
8.973270176,0.251293739,0.341512975,2.04934277,0.072146716,44.87519565,57.71044683,0.997286469,3.433456877,0.861623653,10.13629356,3,Red,,,
6.73866678,0.352718446,0.318971782,9.150620099,0.033024846,29.20289667,113.0308223,0.992893855,3.116733142,0.651071884,12.96286302,3,White,,,
7.328373775,0.513112407,0.18071201,2.047845344,0.071048367,12.53117839,29.46272834,0.99736216,3.516223071,0.732304759,9.425615834,4,Red,,,
6.445346997,0.268984216,0.189539641,6.604598114,0.046029441,98.34913354,182.4431949,0.994942637,3.171987853,0.339873289,9.995533512,4,White,,,
6.198853449,0.292549575,0.260981214,13.36126313,0.046884127,55.88148523,206.8363426,0.998218104,3.16641738,0.41184608,9.564353533,4,White,,,
5.659370405,0.181795391,0.258538364,2.265299981,0.023954764,20.44129019,89.01676394,0.990081407,3.0657073,0.537175396,12.29570484,4,White,,,
6.934740355,0.44588347,0.370552887,5.135806064,0.048042908,49.33869666,203.7258872,0.994562964,3.096033553,0.655289964,10.35144047,6,White,,,
8.837286084,0.685546816,0.260667457,1.626246061,0.088810516,15.59893313,25.01339157,0.997875925,3.321217734,0.472394819,9.504875951,5,Red,,,
7.398371547,0.605124442,0.031009533,1.847838353,0.095759549,24.38984535,99.3281468,0.996457963,3.346021097,0.541438105,10.04750673,5,Red,,,
7.052411678,0.251023838,0.452764774,2.23971326,0.045799313,37.50188538,114.4734862,0.992340978,3.152683401,0.482466523,11.72256506,3,White,,,
6.799223789,0.372950846,0.279506205,13.90340374,0.032023892,34.74442976,136.9053929,0.994928122,3.124655914,0.369635621,11.74216077,4,White,,,
6.834756508,0.170382055,0.221439932,4.398991606,0.064982356,53.35164095,154.7390451,0.996503967,3.285191704,0.372906677,9.166044037,4,White,,,
7.330871258,0.300417789,0.300373716,8.250448352,0.050989887,40.13397602,178.5592502,0.998329471,3.149846996,0.493928078,9.185442599,4,White,,,
8.189962697,0.742379455,0.557650911,1.968487559,0.118820821,30.93060555,136.8010846,0.998101233,3.243697569,0.662899629,9.354686528,5,Red,,,
7.08607912,0.20013046,0.361093685,11.52001431,0.043154242,45.38492213,107.6434018,0.998512735,2.919678079,0.59069061,9.478410137,3,White,,,
6.240883632,0.233055511,0.221465126,17.51687454,0.055088156,40.41145521,154.3514414,1.000105271,3.128739582,0.598194851,9.2627929,4,White,,,
8.00809649,0.367928972,0.310942929,4.766422873,0.038945252,3.021141713,139.7788663,0.993299039,2.90581063,0.721942179,12.0965811,5,White,,,
9.168241387,0.220390788,0.2399113,2.089692789,0.078972976,0.974888848,28.0990368,0.999155233,3.425269366,0.873271749,10.11793949,4,Red,,,
6.05119535,0.211399949,0.301601906,6.334769624,0.04005415,48.44381655,131.2765552,0.992128644,3.251939702,0.311589007,12.5844518,4,White,,,
6.29524301,0.211647611,0.261197315,12.95283463,0.051038517,59.8361439,171.8411841,0.998734612,3.302970935,0.459807703,9.219231112,5,White,,,
5.239917124,0.30088456,0.338527436,1.49265712,0.038971188,18.01017875,118.1004756,0.990899535,3.561545784,0.484869224,13.02406104,2,White,,,
6.783938957,0.23146804,0.310678655,2.123539333,0.047026746,30.51128041,99.90825518,0.992830608,3.343697204,0.639016847,10.68638759,2,White,,,
7.815796194,0.200939314,0.321761942,5.065404999,0.01703499,28.92077556,111.4112774,0.992128286,3.002360737,0.391198417,10.84944105,4,White,,,
6.282788841,0.281538047,0.281781952,4.188547228,0.027029708,22.16444974,108.8767844,0.989185594,2.995870441,0.642650781,12.86624178,2,White,,,
7.321639237,0.362503508,0.538971825,12.76011614,0.055147953,59.31805952,204.9540315,0.99968961,3.075529564,0.490861584,8.619673442,6,White,,,
6.929364584,0.282346713,0.303228293,8.141451325,0.026962,38.56707077,102.3826538,0.993113156,3.014834069,0.37873352,12.34849786,2,White,,,
7.85077751,0.289513484,0.330676396,8.998842767,0.036050275,32.01466476,203.3158752,0.997452789,3.129582874,0.461445863,10.78185493,5,White,,,
5.933283209,0.279075102,0.270061308,14.97952384,0.03698683,31.41161867,141.548368,0.994473989,3.202028981,0.440674884,13.04284989,3,White,,,
6.33336669,0.250108199,0.220072231,3.192084571,0.049091164,41.20706684,157.7804954,0.994091547,3.184121389,0.500402911,10.36004199,4,White,,,
8.06300475,0.240464038,0.330693143,1.234079788,0.044976297,29.20438825,101.7924922,0.991570675,3.051428828,0.430619604,12.39705573,4,White,,,
5.772960588,0.151707757,0.487954708,1.139431788,0.049066051,20.7717906,94.44014448,0.993991644,3.193739225,0.484479648,9.080522141,5,White,,,
8.127581114,0.341832039,0.380396474,2.525918358,0.080818616,12.26515589,55.67594722,0.998170944,3.307711564,0.470003154,9.017874462,4,Red,,,
5.562606617,0.343363437,0.250286834,2.462723231,0.046981582,46.5886802,161.1246417,0.991633538,3.199281837,0.401609357,11.42267379,5,White,,,
6.939644683,0.230071896,0.359209173,7.017948729,0.029030586,30.10264405,107.9401838,0.991999727,3.346612018,0.469962058,12.07018206,2,White,,,
6.777162494,0.282086029,0.412473719,1.412824659,0.017019477,6.468829664,53.68658119,0.990026748,3.136805993,0.399430611,13.42952994,5,White,,,
6.65020254,0.180450943,0.413608311,14.48493761,0.039850693,46.38888016,126.3056431,0.998333145,3.273522941,0.720514551,10.38519737,3,White,,,
6.286027373,0.239830721,0.272072314,1.572446836,0.041129806,34.30159554,111.4296532,0.990828751,3.128513986,0.299995307,12.30537754,4,White,,,
7.360984571,0.30177792,0.490035794,8.171843708,0.056050908,49.88021758,173.0678667,0.998584679,3.521361896,0.577340299,9.631854074,4,White,,,
6.608378278,0.220465551,0.36224526,5.759897766,0.030066702,27.99234709,97.47801316,0.993560102,3.194668154,0.470087045,11.85942518,4,White,,,
6.541251477,0.272136591,0.19055596,6.594220445,0.045946559,103.354232,208.2171334,0.995217454,3.160578387,0.338979549,10.06925396,4,White,,,
8.537080684,0.585613491,0.181219981,2.093164699,0.078958643,5.087175594,27.73301768,0.996729347,3.181616909,0.484232187,9.845522354,4,Red,,,
6.209963643,0.240438504,0.270227997,17.21272518,0.040964494,45.66586634,141.477923,0.997563414,3.242665746,0.381374695,10.39464557,4,White,,,
7.563107045,0.316059968,0.552065737,16.88365334,0.057046667,55.87799406,269.3793816,1.002873246,2.945452318,0.583177187,8.791558698,4,White,,,
5.784118578,0.150246838,0.324040708,1.224977932,0.037994695,12.98226909,125.456458,0.992799531,3.196245429,0.504097677,10.19125159,4,White,,,
10.18165445,0.648909957,0.359451974,1.773147732,0.054128506,4.783560274,14.80204761,0.99944027,3.198099229,0.421815707,9.922248985,4,Red,,,
7.793080057,0.71633853,0.001000387,2.05907116,0.06872882,30.64594156,36.91219075,0.996574574,3.515761263,0.649629454,11.42206829,4,Red,,,
6.799218814,0.311672029,0.320332494,14.2149391,0.03900001,5.265184381,83.13212323,0.995867756,3.112610301,0.340680609,12.6089017,5,White,,,
8.063965642,0.120990097,0.491922084,1.204922428,0.042924132,45.43128578,156.8686997,0.994023703,3.157303195,0.47978551,9.935823029,4,White,,,
6.784122971,0.243008666,0.41048754,8.856490358,0.036932674,29.5012133,165.0723154,0.995512866,3.224021315,0.617826398,9.742803431,4,White,,,
8.406833546,0.140418241,0.260064394,1.494527126,0.050116087,58.07315578,201.3118666,0.995757768,3.229758077,0.618684541,9.681192119,4,White,,,
6.455907948,0.22071807,0.381475463,9.274879604,0.044971025,35.72121846,140.7174563,0.994007065,2.966668081,0.300255054,10.91102998,3,White,,,
7.125011478,0.310362938,0.252094272,11.25101783,0.049009372,35.28917774,141.8681239,0.998015202,3.1320505,0.399230357,9.571989969,5,White,,,
6.783931319,0.331003053,0.259567248,4.880122587,0.028063434,47.73333672,145.3957927,0.993694128,3.258945973,0.430642461,11.40175502,3,White,,,
5.757943536,0.239543535,0.441527754,3.643849816,0.030108717,5.024671692,111.8528316,0.992408614,3.519940305,0.432642707,11.66893866,7,White,,,
6.266101849,0.300276337,0.211399119,1.089953742,0.032979657,31.50968919,127.3450342,0.989666013,2.969503281,0.421383324,12.5051859,4,White,,,
7.399785084,0.605078247,0.01102618,2.050392499,0.074954019,12.43071382,43.16420197,0.997368782,3.482971077,0.648617026,9.832279349,5,Red,,,
6.397384382,0.261270702,0.210667242,7.159272592,0.041171933,33.28734085,160.8202848,0.997002641,3.373961427,0.584629277,10.0047429,4,White,,,
8.06905158,0.589266388,0.714494369,16.97997947,0.038892845,65.18829309,191.0136359,0.999978766,2.965332404,0.745856316,9.504442061,5,White,,,
6.551322404,0.251344083,0.301052553,14.24627509,0.053117111,38.09752662,165.0556824,0.999326492,3.040789257,0.501510822,8.962702281,4,White,,,
6.784561633,0.161833794,0.319051335,12.55193844,0.036175298,18.19263171,149.2897564,0.997989594,2.875581392,0.363455211,8.935965857,4,White,,,
9.218452772,0.280931387,0.413511786,0.970055059,0.043050374,13.79562803,60.93642789,0.993869741,2.959346574,0.251137468,10.67634784,4,White,,,
8.76051289,0.602597719,0.290185764,2.286790241,0.099026368,5.155935465,14.27153843,0.999582421,3.372677771,0.489379361,9.141200096,5,Red,,,
7.928231321,0.291364459,0.35798396,11.23350131,0.034033696,42.42378535,206.9519146,0.998151284,3.1372601,0.460759634,10.40591277,5,White,,,
6.088796337,0.441231902,0.260029653,3.154570645,0.05406556,49.16950549,124.4355137,0.990276262,3.234146459,0.389054264,12.63343257,4,White,,,
7.739259399,0.190851897,0.263900447,8.938220016,0.040127725,39.8958136,176.6171858,0.997955897,3.177290453,0.459209754,10.17944255,4,White,,,
6.336129466,0.239621923,0.502109764,11.29255781,0.047947569,61.54378511,234.1946658,0.998511854,3.194959984,0.568022673,9.424132396,5,White,,,
6.024169732,0.281372187,0.240174562,19.85894339,0.074784721,30.97971633,173.6716541,1.001070664,3.178719675,0.440584702,9.170538513,4,White,,,
7.168052319,0.661485488,0.031038517,2.324426261,0.078990515,17.03706252,88.71368005,0.998958663,3.527802824,0.571137552,9.802543239,5,Red,,,
5.216568884,0.408506419,0.150782584,1.494540987,0.038994776,10.1580814,44.22343035,0.992212458,3.517889434,0.400260359,11.56928056,6,White,,,
7.385058694,0.240280142,0.258825114,1.581548299,0.058843088,52.82143444,150.6274912,0.994218927,3.186708075,0.500088355,9.970758906,3,White,,,
7.539282742,0.470066035,0.491202898,13.39830569,0.23939505,42.89958379,214.5730673,0.999793908,2.966413605,0.512685262,9.374703785,5,White,,,
5.129875572,0.260387843,0.331510109,1.097714798,0.027908104,44.0752326,105.3798034,0.990510039,3.34585286,0.433469243,11.31410485,3,White,,,
6.320113746,0.286548196,0.209551104,9.860077406,0.042029641,34.42451499,138.365097,0.994920729,2.991991641,0.33969227,10.89732954,4,White,,,
7.773798103,0.211032011,0.341232285,11.98884566,0.040020863,58.16219947,131.8251962,0.996359442,3.031834127,0.311058883,10.50255297,4,White,,,
6.573920103,0.524084405,0.438562666,12.13783772,0.049004192,51.72005808,245.712414,0.999184928,3.274110967,0.541753443,9.385182905,4,White,,,
10.29923707,0.613495593,0.489292906,2.110694553,0.200872669,5.101719905,16.2332421,1.000241142,3.163485447,0.628856672,8.318344356,7,Red,,,
8.253902462,0.780231279,0.231529987,2.558189702,0.060058506,4.807498666,16.6151059,0.998260313,3.376207852,0.560617702,11.25582683,5,Red,,,
7.562324847,0.490369752,0.260285378,1.927365313,0.063146366,8.908700999,29.18723525,0.997831611,3.376225136,0.638352537,9.56753477,5,Red,,,
6.294183589,0.201424216,0.400572294,1.523984201,0.038000777,35.21055389,104.7699142,0.992909108,3.474620529,0.500708828,11.48516898,4,White,,,
6.298833942,0.291921044,0.320864787,2.371340738,0.014989918,33.82489524,94.55235711,0.991013643,3.26030436,0.663849447,12.41587821,3,White,,,
8.457085149,0.190590088,0.492055132,3.526578227,0.044949939,30.54355007,122.2904101,0.994378009,3.167284163,0.507915457,10.04083525,4,White,,,
7.381554422,0.520792049,0.489697905,14.04891496,0.034948397,35.22661829,139.8271,0.997559153,3.145293684,0.379363414,11.84261695,3,White,,,
6.296283873,0.291759215,0.300934933,8.483293946,0.212943696,57.21751707,148.8088388,0.997200901,3.094122733,0.401198811,9.317878091,5,White,,,
6.149901155,0.271033817,0.262616315,1.318012852,0.039084358,33.18720447,131.2750834,0.992752129,3.437915852,0.430118476,11.14409362,4,White,,,
5.670885614,0.261837692,0.241203236,17.84829387,0.060109668,21.72389433,111.2782052,0.997992752,3.274849604,0.502188402,10.14545389,5,White,,,
7.129318272,0.360704042,0.201298733,1.558018876,0.27223863,23.32062677,143.4978448,0.995572081,3.124753192,0.627431573,9.735368479,5,White,,,
7.957939562,0.46253927,0.261119482,1.922126678,0.089104748,22.11939221,47.1524249,0.999435271,3.409243098,0.737955565,9.132616093,4,Red,,,
7.145735722,0.372899875,0.397308104,11.6728114,0.032947984,34.54904047,216.2614395,0.997137493,3.127571387,0.509570899,9.895996143,4,White,,,
6.270132844,0.261146063,0.490531132,1.481689031,0.052874103,35.97108939,129.5525985,0.992616659,2.992399213,0.611560775,9.750614943,4,White,,,
6.799663892,0.23955936,0.408809136,2.95487987,0.039956641,49.0491777,142.8479259,0.991667623,3.223186881,0.43028158,11.89191724,5,White,,,
6.022677236,0.252575417,0.48197928,15.52290685,0.053104025,25.46684405,95.67916719,0.998620563,3.067867171,0.451176122,9.169794241,4,White,,,
6.081588725,0.241647787,0.413959714,1.335866155,0.036960281,39.84475555,121.421212,0.991513489,3.05565648,0.638565219,11.69023641,4,White,,,
7.79452142,0.663965166,0.001004684,2.383510953,0.09085169,7.995087396,18.54614891,0.999410566,3.279399539,0.728598841,9.335155086,5,Red,,,
6.6754559,0.618685994,0.239665472,1.158039096,0.039999243,5.587369807,61.59225406,0.992528862,3.398223203,0.320970611,10.40060993,5,White,,,
5.895555392,0.321794059,0.280961704,4.254093752,0.033055976,46.07910818,120.1572235,0.991080757,3.173148627,0.572523522,12.81513435,2,White,,,
6.029639031,0.220199444,0.249746732,11.03819558,0.057029201,116.8476353,176.4431537,0.997490207,3.082759387,0.361768412,9.421461687,4,White,,,
9.751584348,0.348750154,0.412803367,2.279240773,0.083997166,10.68036822,61.73479936,0.998952354,3.211887375,0.49988473,9.523883597,5,Red,,,
6.8357981,0.259086879,0.289808782,5.684592031,0.026017139,27.59471834,69.52875761,0.992311689,3.272905697,0.532196218,11.10371842,4,White,,,
7.242311159,0.321826776,0.342331034,6.852483986,0.033038483,22.35546805,119.5610029,0.996752923,3.217969672,0.462248587,9.743342203,4,White,,,
6.018876366,0.169902754,0.300902923,7.060499242,0.039994745,40.75849751,112.1919255,0.993717849,2.896943842,0.568888861,11.18964585,4,White,,,
6.744102857,0.180636927,0.281645456,9.51685271,0.03996813,27.11933669,120.2715762,0.995364896,3.113104061,0.452724389,10.98300672,3,White,,,
6.923744394,0.451272081,0.241405533,2.648439961,0.040964527,24.28045335,81.29557505,0.990608298,2.944405643,0.381926922,13.46189823,2,White,,,
6.406284522,0.311110442,0.382451959,2.940661745,0.038997218,18.66329439,109.8871719,0.992377261,3.158244811,0.352336583,10.9899417,3,White,,,
5.668257331,0.234187338,0.290429972,1.190705174,0.048104415,33.02230041,126.8027776,0.992811988,3.324681284,0.504419629,10.9407855,3,White,,,
6.925022605,0.281564912,0.310864557,7.203950004,0.040975917,47.82137431,166.7997009,0.996001171,3.271434429,0.571729766,10.52666714,3,White,,,
9.563836124,0.67399758,0.241373683,2.169608966,0.087906398,5.139084022,29.84810998,0.999548746,3.141388222,0.602726045,10.26053594,5,Red,,,
6.334611688,0.331399973,0.241231699,9.908703451,0.041954769,28.67644479,111.8851731,0.997107904,3.29888477,0.472201885,10.27045138,4,White,,,
7.047803106,0.351238074,0.553773722,12.19754181,0.039054367,22.25215502,110.5686969,0.998917593,3.114518982,0.292326706,9.768217064,5,White,,,
13.30590272,0.435210931,0.581245718,1.952370216,0.070745557,14.85796718,44.33692372,1.001217889,3.059829077,0.492895064,8.986508331,5,Red,,,
6.296197913,0.140226638,0.281753723,7.859780663,0.057896898,20.40768243,75.95278974,0.995639945,3.253446464,0.360538817,10.30628569,4,White,,,
8.18739787,0.22095564,0.363975529,6.841600979,0.03503611,12.66172045,88.45359876,0.994941497,3.014478071,0.379500393,10.58503309,2,White,,,
6.050865266,0.231727426,0.150605091,9.704294347,0.048892731,102.6566743,211.4616306,0.995374329,3.046244287,0.303023752,9.2173848,5,White,,,
6.106018927,0.170410714,0.291306788,4.886974539,0.028990093,26.14222615,112.6426822,0.992927794,3.146995505,0.341844473,12.21110997,4,White,,,
6.610781613,0.339883625,0.402437791,8.087008879,0.04708848,68.18282501,165.6477815,0.995349347,3.156279063,0.501920853,9.421558129,4,White,,,
7.97850058,0.270815604,0.271206282,1.728304517,0.035002791,24.31431543,111.0188631,0.9918417,2.984809398,0.512633459,11.88790971,4,White,,,
10.23608473,0.269783442,0.239907337,2.05813518,0.073121676,14.72861932,30.66172976,0.995799386,3.233601202,0.665449783,13.07789012,4,Red,,,
8.202442557,0.200929528,0.490704866,3.479328606,0.057983415,13.82237909,105.0961313,0.994569102,3.193186579,0.353755098,11.27721394,4,White,,,
7.441857323,0.229162577,0.320298711,9.329032718,0.039001597,52.52096148,184.8843162,0.997611256,3.035756562,0.56240487,9.550724761,4,White,,,
6.358453068,0.201564363,0.311575369,2.111181328,0.033891107,30.26814718,88.33441325,0.990938092,2.961160136,0.611340453,12.14718947,4,White,,,
6.485720165,0.220341992,0.339758459,1.4608401,0.02398581,57.72341867,112.927904,0.990641157,3.175131282,0.707072567,11.9245996,4,White,,,
6.763219341,0.241462575,0.310321778,18.23753515,0.046925868,38.16697518,137.5185539,1.001273358,3.302407798,0.409847518,8.589787439,5,White,,,
8.685604223,0.691014271,0.308714824,2.958278831,0.086679219,24.51972057,85.83171604,1.001205392,3.48122828,0.735876169,11.70517601,4,Red,,,
6.891453686,0.644824959,0.101179357,2.080718171,0.085975617,17.94808017,103.3654303,0.997266508,3.339917096,0.524447561,10.10226552,5,Red,,,
5.849585226,0.200455607,0.28067108,12.61907515,0.039023941,31.73831764,139.9621128,0.994537796,3.311930618,0.570398713,11.64210174,3,White,,,
8.29713761,0.302673748,0.489539982,7.938071158,0.037888425,25.87561488,180.7103118,0.996212748,3.091460899,0.300222579,11.31953274,3,White,,,
6.724096014,0.41972305,0.459540553,9.756798374,0.054949456,67.58904271,222.8799057,1.000156226,3.244246228,0.504290819,9.06535185,5,White,,,
6.925845958,0.300733501,0.222371621,6.243349227,0.060979783,41.11198225,190.4987345,0.99981586,3.188401827,0.510320682,8.915041613,5,White,,,
6.547344292,0.261926062,0.461888316,6.762730677,0.047989551,60.17113152,169.9945809,0.996746437,3.202018598,0.452040974,9.255915686,5,White,,,
8.324125916,0.910106638,0.269340682,2.099165149,0.088922459,6.856566602,23.0570535,0.997631967,3.265239848,0.473256806,9.94291489,6,Red,,,
7.776593447,0.22041663,0.380599999,10.37690961,0.060046698,28.632224,90.72868796,0.998055351,3.132181664,0.471819795,9.940622858,4,White,,,
6.375120154,0.281144528,0.330830058,16.01172665,0.053899296,51.37981792,186.1129269,0.998515929,3.224952614,0.506185594,9.48043783,4,White,,,
8.399530011,0.84754559,0.011023859,2.328147561,0.070832056,5.208445752,14.076556,0.997026365,3.311812225,0.57869636,10.86034574,6,Red,,,
6.384954684,0.230065484,0.300965273,6.923808471,0.038067277,64.79186652,224.9661245,0.99554935,3.072148101,0.342012012,9.140235294,4,White,,,
7.395269779,0.27980374,0.779573247,12.71932657,0.041966811,54.41816218,164.3689119,0.999332674,2.960703154,0.442006379,8.577176867,5,White,,,
6.298472829,0.230186173,0.502057266,10.44435313,0.043902854,61.95982745,138.8204644,0.995902247,2.862904947,0.464608943,9.192467697,4,White,,,
7.091001517,0.210905005,0.270285907,8.233438023,0.056910552,25.37363788,113.2462134,0.996333207,2.968937818,0.519475805,9.329531968,5,White,,,
6.525306085,0.330229433,0.29895289,3.847993777,0.037031666,31.08697015,81.60988517,0.990826037,3.229002351,0.631908492,12.46955615,3,White,,,
7.205765367,0.30128928,0.493441151,1.583086538,0.045898676,30.22133047,97.23992609,0.994401958,3.409780556,0.595293099,10.1348862,5,White,,,
6.888763431,0.532147603,0.021081403,1.001385226,0.037062988,38.604405,113.86742,0.994194788,3.20236665,0.320157467,8.916901743,5,White,,,
7.905590196,0.440197237,0.368300354,5.981706016,0.034068868,28.49276719,87.68557937,0.993794988,3.171188656,0.539201628,12.57494261,3,White,,,
7.266016688,0.271605481,0.739504988,11.8657137,0.03807864,45.68419929,155.805878,0.999822493,3.044132427,0.443367303,8.902586526,5,White,,,
6.559361088,0.23174894,0.360614624,16.10071384,0.039003033,42.44952964,142.1415349,1.000563753,3.239249624,0.4102284,8.732366875,5,White,,,
6.509098582,0.291510392,0.419314239,10.59392192,0.043008213,69.1841246,199.3590593,0.998051151,3.235339432,0.530003393,9.571900758,4,White,,,
6.914909401,0.303036137,0.35979081,4.456377807,0.055028814,31.54043966,196.5899195,0.996340285,3.395911122,0.570017931,10.46034861,6,White,,,
6.892284916,0.705687176,0.251814376,3.094158149,0.049044565,9.677309051,60.5616571,0.997025986,3.366497934,0.519809302,9.569757461,6,White,,,
7.006202763,0.311113124,0.171453029,0.970835683,0.043036215,21.52753466,122.8396621,0.993530219,3.12719626,0.401909108,9.495340104,5,White,,,
5.807486922,0.251011462,0.260947257,12.4337031,0.052022085,46.1193954,146.5566329,0.997825278,3.288921529,0.383255737,9.463778945,5,White,,,
8.695030411,0.830304446,0.001004753,2.803068996,0.096244562,17.41136131,37.7255862,0.999210367,3.337480443,0.598820721,10.53490855,4,Red,,,
5.934231946,0.271717404,0.272644372,4.953577215,0.036077433,14.53002587,115.7417586,0.991926089,3.091268179,0.330191425,11.8019255,3,White,,,
6.428156265,0.400480784,0.320604871,10.72727744,0.050020114,37.1448106,218.1160452,0.998900901,3.462118908,0.591297001,9.29751373,4,White,,,
5.678356144,0.171052454,0.338908477,1.789229425,0.04585171,94.64947857,156.0883832,0.992814274,3.372157812,0.901553272,11.8349498,2,White,,,
7.945441676,0.781086222,0.229406731,2.538812577,0.059971112,5.332322722,16.11516694,0.997680829,3.367794718,0.560389748,11.22949824,5,Red,,,
6.044614525,0.26131715,0.340303231,1.253046863,0.047099896,6.17051291,29.73724919,0.993003241,3.279478196,0.624879873,10.39440026,5,White,,,
6.90778955,0.260592501,0.242235277,7.755298643,0.053042004,52.93133835,229.0007173,0.996322902,3.138221732,0.471156043,8.856963063,5,White,,,
7.097535762,0.430970703,0.302639115,6.674621313,0.025971679,15.31346625,120.4362591,0.99287796,3.179298049,0.456288382,12.66860936,4,White,,,
